1273,respiratory syncytial virus infectious disease,Respiratory syncytial virus infection,"To date, treatment has been limited to supportive measures. Adrenaline, bronchodilators, steroids, antibiotics, and ribavirin confer ""no real benefit"". Studies of nebulized hypertonic saline have shown that the ""use of nebulized 3% HS is a safe, inexpensive, and effective treatment for infants hospitalized with moderately severe viral bronchiolitis"" where ""respiratory syncytial virus (RSV) accounts for the majority of viral bronchiolitis cases"". One study noted a 26% reduction in length of stay: 2.6 ㊣ 1.9 days, compared with 3.5 ㊣ 2.9 days in the normal-saline treated group (p=0.05). Supportive care includes fluids and oxygen until the illness runs its course. Salbutamol may be used in an attempt to relieve any bronchospasm if present. Increased airflow, humidified and delivered via nasal cannula, may be supplied in order to reduce the effort required for respiration."
2409,rhinosporidiosis,Rhinosporidiosis,Surgical excision - wide excision with wide area electro-coagulation of the lesion base. Medical treatment is not so effective but treatment with a year-long course of dapsone has been reported
11103,rickettsialpox,Rickettsialpox,Rickettsialpox is treated with tetracyclines (doxycycline is the drug of choice). Chloramphenicol is a suitable alternative.
1328,Rift Valley fever,Rift Valley fever (RVF),A vaccine has been conditionally approved for use in animals in the US. It has been shown that knockout of the NSs and NSm nonstructural proteins of this virus produces an effective vaccine in sheep as well.
50052,Rocky Mountain spotted fever,Rocky Mountain spotted fever (RMSF),"Appropriate antibiotic treatment should be started immediately when there is a suspicion of Rocky Mountain spotted fever on the basis of clinical and epidemiological findings. Treatment should not be delayed until laboratory confirmation is obtained. In fact, failure to respond to a tetracycline argues against a diagnosis of Rocky Mountain spotted fever. Severely ill patients may require longer periods before their fever resolves, especially if they have experienced damage to multiple organ systems. Preventive therapy in healthy patients who have had recent tick bites is not recommended and may, in fact, only delay the onset of disease. Doxycycline (a tetracycline) (for adults at 100 milligrams every 12 hours, or for children under 45 kg (99 lb) at 4 mg/kg of body weight per day in two divided doses) is the drug of choice for patients with Rocky Mountain spotted fever, being one of the only instances doxycycline is used in children. Treatment should be continued for at least three days after the fever subsides, and until there is unequivocal evidence of clinical improvement. This will be generally for a minimum time of five to ten days. Severe or complicated outbreaks may require longer treatment courses. Doxycycline/ tetracycline is also the preferred drug for patients with ehrlichiosis, another tick-transmitted infection with signs and symptoms that may resemble those of Rocky Mountain spotted fever. Chloramphenicol is an alternative drug that can be used to treat Rocky Mountain spotted fever, specifically in pregnancy. However, this drug may be associated with a wide range of side effects, and careful monitoring of blood levels can be required."
8781,rubella,Rubella,"There is no specific treatment for Rubella; however, management is a matter of responding to symptoms to diminish discomfort. Treatment of newborn babies is focused on management of the complications. Congenital heart defects[citation needed] and cataracts can be corrected by direct surgery. Management for ocular congenital rubella syndrome (CRS) is similar to that for age-related macular degeneration, including counseling, regular monitoring, and the provision of low vision devices, if required."
2945,severe acute respiratory syndrome,SARS (Severe Acute Respiratory Syndrome),"Antibiotics are ineffective, as SARS is a viral disease. Treatment of SARS is largely supportive with antipyretics, supplemental oxygen and mechanical ventilation as needed. People with SARS must be isolated, preferably in negative pressure rooms, with complete barrier nursing precautions taken for any necessary contact with these patients. Some of the more serious damage caused by SARS may be due to the body's own immune system reacting in what is known as cytokine storm. As of 2015, there is no cure or protective vaccine for SARS that is safe for use in humans.[8] The identification and development of novel vaccines and medicines to treat SARS is a priority for governments and public health agencies around the world. MassBiologics, a non-profit organization engaged in the discovery, development and manufacturing of biologic therapies, is cooperating with researchers at NIH and the CDC developed a monoclonal antibody therapy that demonstrated efficacy in animal models."
8295,scabies,Scabies,"Mass treatment programs that use topical permethrin or oral ivermectin have been effective in reducing the prevalence of scabies in a number of populations. No vaccine is available for scabies. The simultaneous treatment of all close contacts is recommended, even if they show no symptoms of infection (asymptomatic), to reduce rates of recurrence. Since mites can survive for only two to three days without a host, other objects in the environment pose little risk of transmission except in the case of crusted scabies, thus cleaning is of little importance. Rooms used by those with crusted scabies require thorough cleaning. A number of medications are effective in treating scabies. Treatment should involve the entire household, and any others who have had recent, prolonged contact with the infested individual. Options to control itchiness include antihistamines and prescription anti-inflammatory agents. Bedding, clothing and towels used during the previous three days should be washed in hot water and dried in a hot dryer."
1395,schistosomiasis,Schistosomiasis,"Currently there are two drugs available, praziquantel and oxamniquine, for the treatment of schistosomiasis. They are considered equivalent in relation to efficacy against S. mansoni and safety. Due to its lower cost per treatment, and oxaminiquine's lack of efficacy against the urogenital form of the disease caused by S. haematobium, in general praziquantel is considered the first option for treatment. The treatment objective is to cure the disease and to prevent the evolution of the acute to the chronic form of the disease. All cases of suspected schistosomiasis should be treated regardless of presentation because the adult parasite can live in the host for years. Schistosomiasis is treatable by taking by mouth a single dose of the drug praziquantel annually."
12385,shigellosis,Shigellosis (Bacillary dysentery),"Treatment consists mainly of replacing fluids and salts lost because of diarrhea. Oral replacement is satisfactory for most people, but some may need to receive fluids intravenously. In most cases, the disease resolves within four to eight days without antibiotics. Severe infections may last three to six weeks. Antibiotics, such as trimethoprim-sulfamethoxazole (Co-Trimoxazole), ciprofloxacin may be given when the person is very young or very old, when the disease is severe, or when the risk of the infection spreading to other people is high. Additionally, ampicillin (but not amoxicillin) was effective in treating this disease previously, but now the first choice of drug is pivmecillinam. The severity of the symptoms and the length of time the stool contains Shigella are reduced with antibiotics. However, many strains of Shigella are becoming resistant to common antibiotics, and effective medications are often in short supply in developing countries. Antidiarrheal drugs (such as diphenoxylate or loperamide) may prolong the infection and should not be used."
8736,smallpox,Smallpox (Variola),"Smallpox vaccination within three days of exposure will prevent or significantly lessen the severity of smallpox symptoms in the vast majority of people. Vaccination four to seven days after exposure can offer some protection from disease or may modify the severity of disease. Other than vaccination, treatment of smallpox is primarily supportive, such as wound care and infection control, fluid therapy, and possible ventilator assistance. Flat and hemorrhagic types of smallpox are treated with the same therapies used to treat shock, such as fluid resuscitation. People with semi-confluent and confluent types of smallpox may have therapeutic issues similar to patients with extensive skin burns. No drug is currently approved for the treatment of smallpox. However, antiviral treatments have improved since the last large smallpox epidemics, and studies suggest that the antiviral drug cidofovir might be useful as a therapeutic agent. The drug must be administered intravenously, however, and may cause serious kidney toxicity."
14484,sporotrichosis,Sporotrichosis,"Treatment of sporotrichosis depends on the severity and location of the disease. The following are treatment options for this condition: 1) Saturated potassium iodide solution: Although its mechanism is unknown, application of potassium iodide in droplet form can cure cutaneous sporotrichosis. This usually requires 3 to 6 months of treatment. 2) Itraconazole (Sporanox) and fluconazole: These are antifungal drugs. Itraconazole is currently the drug of choice and is significantly more effective than fluconazole. Fluconazole should be reserved for patients who cannot tolerate itraconazole. 3) Amphotericin B: This antifungal medication is delivered intravenously. Many patients, however, cannot tolerate Amphotericin B due to its potential side effects of fever, nausea, and vomiting. Lipid formulations of amphotericin B are usually recommended instead of amphotericin B deoxycholate because of a better adverse-effect profile. Amphotericin B can be used for severe infection during pregnancy. For children with disseminated or severe disease, amphotericin B deoxycholate can be used initially, followed by itraconazole. In case of sporotrichosis meningitis, the patient may be given a combination of Amphotericin B and 5-fluorocytosine/Flucytosine. 4) Newer triazoles: Several studies have shown that posaconazole has in vitro activity similar to that of amphotericin B and itraconazole; therefore, it shows promise as an alternative therapy. However, voriconazole susceptibility varies. Because the correlation between in vitro data and clinical response has not been demonstrated, there is insufficient evidence to recommend either posaconazole or voriconazole for treatment of sporotrichosis at this time. 5) Surgery: In cases of bone infection and cavitatory nodules in the lungs, surgery may be necessary."
10955,strongyloidiasis,Strongyloidiasis,"The drug of choice for the treatment of uncomplicated strongyloidiasis is ivermectin. Ivermectin does not kill the Strongyloides larvae, only the adult worms, therefore repeat dosing may be necessary to properly eradicate the infection. There is an auto-infective cycle of roughly two weeks in which Ivermectin should be re-administered however additional dosing may still be necessary as it will not kill Strongyloides in the blood or larvae deep within the bowels or diverticuli. Other drugs that are effective are albendazole and thiabendazole (25 mg/kg twice daily for 5 days〞400 mg maximum (generally)).[9] All patients who are at risk of disseminated strongyloidiasis should be treated. The optimal duration of treatment for patients with disseminated infections is not clear. Treatment of strongyloidiasis can be difficult and Strongyloides has been known to live in individuals for decades; even after treatment. Continued treatment is thus necessary even if symptoms resolve. This is potentially a lifelong illness. It is thought that the current recommendation (12 mg doses of Ivermectin) is not sufficient, 16 mg doses are needed. At least two weeks of daily treatment should be followed by lifelong monthly or weekly single doses to stay safe. This is because there are dormant cysts. Because of the high cost of Stromectol, the veterinary formula Ivomec can be used. Government programmes are needed to help citizens finance lifelong medication. Clothes and sheets must be washed with enzyme washing powder and dried on hot daily."
8970,subacute sclerosing panencephalitis,Subacute sclerosing panencephalitis,"Should the viral progression be diagnosed during stage 1 (even during late stage 1 when stage 2 symptoms start to manifest themselves) then treatment to combat the infection can be administered successfully〞there is no cure for SSPE but if it is caught early enough then the sufferer can respond to the treatment and prevent symptom recurrence by taking the medication for the rest of their life.[citation needed] The treatment for the SSPE infection is the immunomodulator interferon and specific antiviral medication〞ribavirin and inosine pranobex are specifically used to greater effect than antivirals such as amantadine. For those who have progressed to stage 2 or beyond, the disease is incurable. For patients in the terminal phase of the disease there is a palliative care and treatment scheme〞this involves anticonvulsant therapy (to help with the body's progressive loss of control of the nervous system causing gradually more intensive spasms/convulsions) alongside supportive measures to help maintain vital functioning. It is fairly standard as the infection spreads and symptoms intensify that feeding tubes need to be inserted to keep a nutritional balance. As the disease progresses to its most advanced phase, the patient will need constant nursing as normal bodily function declines to the complete collapse of the nervous system. Combinations of treatment for SSPE include: 1) Oral inosine pranobex (oral isoprinosine) combined with intrathecal (injection through a lumbar puncture into the spinal fluid) or intraventricular interferon alpha. 2) Oral inosine pranobex (oral isoprinosine) combined with interferon beta. 3) Intrathecal interferon alpha combined with intravenous ribavirin."
4166,syphilis,Syphilis,"Early infections: The first-choice treatment for uncomplicated syphilis remains a single dose of intramuscular benzathine penicillin G. Doxycycline and tetracycline are alternative choices for those allergic to penicillin; due to the risk of birth defects these are not recommended for pregnant women. Resistance to macrolides, rifampin, and clindamycin is often present. Ceftriaxone, a third-generation cephalosporin antibiotic, may be as effective as penicillin-based treatment. It is recommended that a treated person avoid sex until the sores are healed. Late infections: For neurosyphilis, due to the poor penetration of penicillin G into the central nervous system, those affected are recommended to be given large doses of intravenous penicillin for a minimum of 10 days. If a person is allergic, ceftriaxone may be used or penicillin desensitization attempted. Other late presentations may be treated with once-weekly intramuscular penicillin G for three weeks. If allergic, as in the case of early disease, doxycycline or tetracycline may be used, albeit for a longer duration. Treatment at this stage limits further progression but has only slight effect on damage which has already occurred. Jarisch-Herxheimer reaction: One of the potential side effects of treatment is the Jarisch-Herxheimer reaction. It frequently starts within one hour and lasts for 24 hours, with symptoms of fever, muscle pains, headache, and a fast heart rate.[3] It is caused by cytokines released by the immune system in response to lipoproteins released from rupturing syphilis bacteria. Pregnancy: Penicillin is an effective treatment for syphilis in pregnancy but there is no agreement on which dose or way of giving it is most effective. More research is needed into how much antibiotic to give and when to give it."
50596,taeniasis,Taeniasis,"Oral anti-parasitic drugs such as praziquantel are the treatment of choice. Treatment with praziquantel has been approved by the U.S. Food and Drug Administration and is quite effective against these parasites. Usual treatments are with praziquantel (5每10 mg/kg, single-administration) or niclosamide (adults and children over 6 years: 2 g, single-administration after a light breakfast, followed after 2 hours by a laxative; children aged 2每6 years: 1 g; children under 2 years: 500 mg).[6] Albendazole is also highly effective. Atrabine is quite effective but has adverse effects in humans."
50096,tinea barbae,Tinea barbae (Barber's itch),"Treatment that will occur once Tinea Barbae is diagnosed will vary on the case of the infection, if it is a moderate case of Tinea Barbaea the individual will be given topical antifungal medications.Topical antifungal medications will come in the form of cream, which can normally be obtained over the counter. This process is only used during mild cases of Tinea Barbae, if there is a more serious case of Tinea Barbae the treatment used will be oral antifungal medications. Oral antifungal medications come in the form of tablets and each patient will receive their individual dose of tablets depending on the severity of their infection."
4337,tinea capitis,Tinea capitis (Ringworm of the Scalp),"The treatment of choice by dermatologists is a safe and inexpensive oral medication, griseofulvin, a secondary metabolite of the fungus Penicillium griseofulvin. This compound is fungistatic (inhibiting the growth or reproduction of fungi) and works by affecting the microtubular system of fungi, interfering with the mitotic spindle and cytoplasmic microtubules. The recommended pediatric dosage is 10 mg/kg/day for 6每8 weeks, although this may be increased to 20 mg/kg/d for those infected by T. tonsurans, or those who fail to respond to the initial 6 weeks of treatment. Unlike other fungal skin infections that may be treated with topical therapies like creams applied directly to the afflicted area, griseofulvin must be taken orally to be effective; this allows the drug to penetrate the hair shaft where the fungus lives. The effective therapy rate of this treatment is generally high, in the range of 88每100%. Other oral antifungal treatments for tinea capitis also frequently reported in the literature include terbinafine, itraconazole, and fluconazole; these drugs have the advantage of shorter treatment durations than griseofulvin. However, concern has been raised about the possibility of rare side effects like liver toxicity or interactions with other drugs; furthermore, the newer drug treatments tend to be more expensive than griseofulvin."
12179,tinea corporis,Tinea corporis (Ringworm of the Body),"Most cases are treated by application of topical antifungal creams to the skin, but in extensive or difficult to treat cases systemic treatment with oral medication may be required. The over-the-counter options include tolnaftate. Among the available prescription drugs, the evidence is best for terbinafine and naftifine, but other agents may also work. Topical antifungals are applied to the lesion twice a day for at least 3 weeks. The lesion usually resolves within 2 weeks, but therapy should be continued for another week to ensure the fungus is completely eradicated. If there are several ringworm lesions, the lesions are extensive, complications such as secondary infection exist, or the patient is immunocompromised, oral antifungal medications can be used. Oral medications are taken once a day for 7 days and result in higher clinical cure rates. The antifungal medications most commonly used are itraconazole and terbinafine. The benefits of the use of topical steroids in addition to an antifungal is unclear. There might be a greater cure rate but no guidelines currently recommend its addition. The effect of Whitfield's ointment is also unclear."
11917,tinea cruris,Tinea cruris (Jock itch),Tinea cruris is best treated with topical antifungal medications of the allylamine or azole type. The evidence is best for terbinafine and naftifine but other agents may also work. The benefits of the use of topical steroids in addition to an antifungal is unclear. There might be a greater cure rate but no guidelines currently recommend its addition. The effect of Whitfield's ointment is also unclear.
8912,tinea nigra,Tinea nigra,"Treatment consists of topical application of dandruff shampoo, which contains selenium sulfide, over the skin. Topical antifungal imidazoles may also be used, such as ketoconazole. This is the same treatment plan for tinea or pityriasis versicolor."
12403,tinea pedis,Tinea pedis (Athlete＊s foot),"Athlete's foot resolves without medication (resolves by itself) in 30每40% of cases. Topical antifungal medication consistently produce much higher rates of cure. Conventional treatment typically involves thoroughly washing the feet daily or twice daily, followed by the application of a topical medication. Because the outer skin layers are damaged and susceptible to reinfection, topical treatment generally continues until all layers of the skin are replaced, about 2每6 weeks after symptoms disappear. Keeping feet dry and practicing good hygiene (as described in the above section on prevention) is crucial for killing the fungus and preventing reinfection. Treating the feet is not always enough. Once socks or shoes are infested with fungi, wearing them again can reinfect (or further infect) the feet. Socks can be effectively cleaned in the wash by adding bleach. Washing with bleach may help with shoes, but the only way to be absolutely certain that one cannot contract the disease again from a particular pair of shoes is to dispose of those shoes. To be effective, treatment includes all infected areas (such as toenails, hands, torso, etc.). Otherwise, the infection may continue to spread, including back to treated areas. For example, leaving fungal infection of the nail untreated, may allow it to spread back to the rest of the foot, to become athlete's foot once again. Allylamines such as terbinafine are considered more efficacious than azoles for the treatment of athlete's foot. Severe or prolonged fungal skin infections may require treatment with oral antifungal medication."
13074,tinea unguium,Tinea unguium (Onychomycosis),"In approximately half of suspected nail fungus cases there is actually no fungal infection, but only nail deformity. Because of this, a confirmation of fungal infection should precede treatment. Avoiding use of oral antifungal therapy in persons without a confirmed infection is a particular concern because of the side effects of that treatment, and because persons without an infection should not have this therapy. Screening cases diagnosed by signs and symptoms is not cost-effective and routine testing is not necessary for oral treatment with terbinafine but should be encouraged prior to topical treatment with efinaconazole."
9060,pityriasis versicolor,Tinea versicolor (Pityriasis versicolor),"Treatments for tinea versicolor include: Topical antifungal medications containing selenium sulfide are often recommended. Ketoconazole (Nizoral ointment and shampoo) is another treatment. It is normally applied to dry skin and washed off after 10 minutes, repeated daily for 2 weeks. Ciclopirox (Ciclopirox olamine) is an alternative treatment to ketoconazole, as it suppresses growth of the yeast Malassezia furfur. Initial results show similar efficacy to ketoconazole with a relative increase in subjective symptom relief due to its inherent anti-inflammatory properties. Other topical antifungal agents such as clotrimazole, miconazole, or terbinafine can lessen symptoms in some patients.[citation needed] Additionally, hydrogen peroxide has been known to lessen symptoms, and on certain occasions, remove the problem, although permanent scarring has occurred with this treatment in some sufferers. Clotrimazole is also used combined with selenium sulfide. Oral antifungal include ketoconazole or fluconazole in a single dose, or ketoconazole for 7 days, or itraconazole The single-dose regimens, or pulse therapy regimes, can be made more effective by having the patient exercise 1每2 hours after the dose, to induce sweating. The sweat is allowed to evaporate, and showering is delayed for a day, leaving a film of the medication on the skin."
11265,trachoma,Trachoma,"Antibiotic selection: Azithromycin (single oral dose of 20 mg/kg) or topical tetracycline (one percent eye ointment twice a day for six weeks). Azithromycin is preferred because it is used as a single oral dose. Although it is expensive, it is generally used as part of the international donation program organized by Pfizer through the International Trachoma Initiative. Azithromycin can be used in children from the age of six months and in pregnancy. As a community-based antibiotic treatment, some evidence suggests that oral azithromycin was more effective than topical tetracycline; however, there was no consistent evidence that supported oral or topical antibiotics as being more effective. Antibiotic treatment reduces the risk of active trachoma in individuals infected with chlamydia trachomatis."
9965,toxoplasmosis,Toxoplasmosis,"Treatment is often only recommended for people with serious health problems, such as people with HIV whose CD4 counts are under 200 cells/mm3, because the disease is most serious when one's immune system is weak. Trimethoprim/sulfamethoxazole is the drug of choice to prevent toxoplasmosis, but not for treating active disease. A new study (May 2012) shows a promising new way to treat the active and latent form of this disease using two endochin-like quinolones. Acute: The medications prescribed for acute toxoplasmosis are the following: Pyrimethamine 〞 an antimalarial medication; Sulfadiazine 〞 an antibiotic used in combination with pyrimethamine to treat toxoplasmosis; Combination therapy is usually given with folic acid supplements to reduce incidence of thrombocytopaenia. Combination therapy is most useful in the setting of HIV. Clindamycin; Spiramycin 〞 an antibiotic used most often for pregnant women to prevent the infection of their children (other antibiotics, such as minocycline, have seen some use as a salvage therapy). Latent: In people with latent toxoplasmosis, the cysts are immune to these treatments, as the antibiotics do not reach the bradyzoites in sufficient concentration. The medications prescribed for latent toxoplasmosis are: Atovaquone 〞 an antibiotic that has been used to kill Toxoplasma cysts inside AIDS patients; Clindamycin 〞 an antibiotic that, in combination with atovaquone, seemed to optimally kill cysts in mice;  Congenital toxoplasmosis: When a pregnant woman is diagnosed with acute toxoplasmosis, amniocentesis can be used to determine whether the fetus has been infected or not. When a pregnant woman develops acute toxoplasmosis, the tachyzoites have approximately a 30% chance of entering the placental tissue, and from there entering and infecting the fetus. As gestational age at the time of infection increases, the chance of fetal infection also increases. If the parasite has not yet reached the fetus, spiramycin can help to prevent placental transmission. If the fetus has been infected, the pregnant woman can be treated with pyrimethamine and sulfadiazine, with folinic acid, after the first trimester. They are given after the first trimester and with folinic acid because pyrimethamine has an antifolate effect, and lack of folic acid can interfere with fetal brain formation and cause thrombocytopaenia. Infection in earlier gestational stages correlates with poorer fetal and neonatal outcomes, particularly when the infection is untreated."
9784,trichinosis,Trichinosis,"As is desirable with most diseases, early treatment is better and decreases the risk of developing disease. If larvae do encyst in skeletal muscle cells, they can remain infectious for months to years."
1947,trichomoniasis,Trichomoniasis,"Treatment for both pregnant and non-pregnant people is usually with metronidazole, by mouth once. Caution should be used in pregnancy, especially in the first trimester. Sexual partners, even if they have no symptoms, should also be treated. For 95-97% of cases, infection is resolved after one dose of metronidazole. Studies suggest that 4-5% of trichomonas cases are resistant to metronidazole, which may account for some ※repeat§ cases. Without treatment, trichomoniasis can persist for months to years in women, and is thought to improve without treatment in men. Women living with HIV infection have better cure rates if treated for 7 days rather than with one dose."
399,tuberculosis,Tuberculosis,"Prevention of TB involves screening those at high risk, early detection and treatment of cases, and vaccination with the bacillus Calmette-Gu谷rin vaccine. Those at high risk include household, workplace, and social contacts of people with active TB. Treatment requires the use of multiple antibiotics over a long period of time. Antibiotic resistance is a growing problem with increasing rates of multiple drug-resistant tuberculosis (MDR-TB)."
2123,tularemia,Tularemia,The drug of choice for tularemia has historically been streptomycin or tetracycline-class drugs such as doxycycline. Gentamicin may also be used as it is easier to obtain than streptomycin. There is tentative evidence to support the use of fluoroquinolones.
13258,typhoid fever,Typhoid fever,"Where resistance is uncommon, the treatment of choice is a fluoroquinolone such as ciprofloxacin. Otherwise, a third-generation cephalosporin such as ceftriaxone or cefotaxime is the first choice. Cefixime is a suitable oral alternative. Typhoid fever, when properly treated, is not fatal in most cases. Antibiotics, such as ampicillin, chloramphenicol, trimethoprim-sulfamethoxazole, amoxicillin, and ciprofloxacin, have been commonly used to treat typhoid fever in microbiology. Treatment of the disease with antibiotics reduces the case-fatality rate to about 1%. When untreated, typhoid fever persists for three weeks to a month. Death occurs in 10% to 30% of untreated cases. In some communities, however, case-fatality rates may reach as high as 47%."
50196,Venezuelan hemorrhagic fever,Venezuelan hemorrhagic fever,"From September 1989 through December 2006, the State of Portuguesa recorded 618 cases of VHF. Nearly all of the cases were individuals who worked or lived in Guanarito during the time they became infected. The case fatality rate was 23.1%. Because the virus is contracted by aerosol dissemination, concern arose shortly after the first cases emerged in 1989 due to fear of biological warfare. Potential biological terrorism agents were identified and categorized in 1999 by the Centers for Disease Control and Prevention (CDC) as part of the Congressional initiative to further response capabilities to biological weapons. Arenaviruses causing hemorrhagic fevers, along with a genus of virus called filoviruses, were categorized in Category A; these are pathogens with the highest potential impact on public health safety. A notable event in the timeline of this virus' scientific knowledge was the unexplained disappearance of a vial of the virus at the University of Texas Medical Branch Galveston National Laboratory, announced 2013 March 24."
2366,West Nile fever,West Nile Fever,"No specific treatment is available for WNV infection. In severe cases treatment consists of supportive care that often involves hospitalization, intravenous fluids, respiratory support, and prevention of secondary infections."
13902,white piedra,White piedra (Tinea blanca),One approach involves shaving the affected areas. Another approach involves the use of antifungal medication.
9682,yellow fever,Yellow fever,"As for other flavivirus infections, no cure is known for yellow fever. Hospitalization is advisable and intensive care may be necessary because of rapid deterioration in some cases. Different methods for acute treatment of the disease have been shown to not be very successful; passive immunisation after emergence of symptoms is probably without effect. Ribavirin and other antiviral drugs, as well as treatment with interferons, do not have a positive effect in patients. A symptomatic treatment includes rehydration and pain relief with drugs such as paracetamol (acetaminophen in the United States). Acetylsalicylic acid (aspirin) should not be given because of its anticoagulant effect, which can be devastating in the case of internal bleeding that can occur with yellow fever."
