Kuru,"Kuru is an incurable degenerative neurological disorder endemic to tribal regions of Papua New Guinea. It is a type of transmissible spongiform encephalopathy, caused by a prion found in humans. The term kuru derives from the Fore word kuria or guria (""to shake""), a reference to the body tremors that are a classic symptom of the disease; it is also known among the Fore as the ""laughing sickness"" due to the pathologic bursts of laughter people would display when afflicted with the disease. It is now widely accepted that kuru was transmitted among members of the Fore tribe of Papua New Guinea via funerary cannibalism."
Lassa fever,"All persons suspected of Lassa fever infection should be admitted to isolation facilities and their body fluids and excreta properly disposed of. Early and aggressive treatment using ribavirin was pioneered by Joe McCormick in 1979. After extensive testing, early administration was determined to be critical to success. Additionally, ribavirin is almost twice as effective when given intravenously as when taken by mouth. Ribavirin is a prodrug which appears to interfere with viral replication by inhibiting RNA-dependent nucleic acid synthesis, although the precise mechanism of action is disputed. The drug is relatively inexpensive, but the cost of the drug is still very high for many of those in West African states. Fluid replacement, blood transfusion, and fighting hypotension are usually required. Intravenous interferon therapy has also been used. When Lassa fever infects pregnant women late in their third trimester, induction of delivery is necessary for the mother to have a good chance of survival. This is because the virus has an affinity for the placenta and other highly vascular tissues. The fetus has only a one in ten chance of survival no matter what course of action is taken; hence, the focus is always on saving the life of the mother.[citation needed] Following delivery, women should receive the same treatment as other Lassa fever patients. Work on a vaccine is continuing, with multiple approaches showing positive results in animal trials."
Legionellosis (Legionnaires' disease),"Effective antibiotics include most macrolides, tetracyclines, ketolides, and quinolones. Legionella multiply within the cell, so any effective treatment must have excellent intracellular penetration. Current treatments of choice are the respiratory tract quinolones (levofloxacin, moxifloxacin, gemifloxacin) or newer macrolides (azithromycin, clarithromycin, roxithromycin). The antibiotics used most frequently have been levofloxacin, doxycycline, and azithromycin. Macrolides (azithromycin) are used in all age groups, while tetracyclines (doxycycline) are prescribed for children above the age of 12 and quinolones (levofloxacin) above the age of 18. Rifampicin can be used in combination with a quinolone or macrolide. It is uncertain whether rifampicin is an effective antibiotic to take for treatment. The Infectious Diseases Society of America does not recommend the use of rifampicin with added regimens. Tetracyclines and erythromycin led to improved outcomes compared to other antibiotics in the original American Legion outbreak. These antibiotics are effective because they have excellent intracellular penetration in Legionella-infected cells. The recommended treatment is 5每10 days of levofloxacin or 3每5 days of azithromycin, but in people who are immunocompromised, have severe disease, or other pre-existing health conditions, longer antibiotic use may be necessary. During outbreaks, prophylactic antibiotics have been successfully used to prevent Legionnaires' disease in high-risk individuals who have possibly been exposed."
Legionellosis (Pontiac fever),"Effective antibiotics include most macrolides, tetracyclines, ketolides, and quinolones. Legionella multiply within the cell, so any effective treatment must have excellent intracellular penetration. Current treatments of choice are the respiratory tract quinolones (levofloxacin, moxifloxacin, gemifloxacin) or newer macrolides (azithromycin, clarithromycin, roxithromycin). The antibiotics used most frequently have been levofloxacin, doxycycline, and azithromycin. Macrolides (azithromycin) are used in all age groups, while tetracyclines (doxycycline) are prescribed for children above the age of 12 and quinolones (levofloxacin) above the age of 18. Rifampicin can be used in combination with a quinolone or macrolide. It is uncertain whether rifampicin is an effective antibiotic to take for treatment. The Infectious Diseases Society of America does not recommend the use of rifampicin with added regimens. Tetracyclines and erythromycin led to improved outcomes compared to other antibiotics in the original American Legion outbreak. These antibiotics are effective because they have excellent intracellular penetration in Legionella-infected cells. The recommended treatment is 5每10 days of levofloxacin or 3每5 days of azithromycin, but in people who are immunocompromised, have severe disease, or other pre-existing health conditions, longer antibiotic use may be necessary. During outbreaks, prophylactic antibiotics have been successfully used to prevent Legionnaires' disease in high-risk individuals who have possibly been exposed."
Leishmaniasis,"The treatment is determined by where the disease is acquired, the species of Leishmania, and the type of infection. For visceral leishmaniasis in India, South America, and the Mediterranean, liposomal amphotericin B is the recommended treatment and is often used as a single dose. Rates of cure with a single dose of amphotericin have been reported as 95%. In India, almost all infections are resistant to pentavalent antimonials. In Africa, a combination of pentavalent antimonials and paromomycin is recommended. These, however, can have significant side effects. Miltefosine, an oral medication, is effective against both visceral and cutaneous leishmaniasis. Side effects are generally mild, though it can cause birth defects if taken within 3 months of getting pregnant. It does not appear to work for L. major or L. braziliensis. The evidence around the treatment of cutaneous leishmaniasis is poor. A number of topical treatments may be used for cutaneous leishmaniasis. Which treatments are effective depends on the strain, with topical paromomycin effective for L. major, L. tropica, L. mexicana, L. panamensis, and L. braziliensis. Pentamidine is effective for L. guyanensis. Oral fluconazole or itraconazole appears effective in L. major and L. tropica."
Leprosy,"A number of leprostatic agents are available for treatment. For paucibacillary (PB or tuberculoid) cases, treatment with daily dapsone and monthly rifampicin for six months is recommended. While for multibacillary (MB or lepromatous) cases, treatment with daily dapsone and clofazimine along with monthly rifampicin for 12 months is recommended. Multidrug therapy (MDT) remains highly effective, and people are no longer infectious after the first monthly dose. It is safe and easy to use under field conditions due to its presentation in calendar blister packs. Relapse rates remain low, and no resistance to the combined drugs is seen."
Leprosy,"A number of leprostatic agents are available for treatment. For paucibacillary (PB or tuberculoid) cases, treatment with daily dapsone and monthly rifampicin for six months is recommended. While for multibacillary (MB or lepromatous) cases, treatment with daily dapsone and clofazimine along with monthly rifampicin for 12 months is recommended. Multidrug therapy (MDT) remains highly effective, and people are no longer infectious after the first monthly dose. It is safe and easy to use under field conditions due to its presentation in calendar blister packs. Relapse rates remain low, and no resistance to the combined drugs is seen."
Leptospirosis,"Effective antibiotics include penicillin G, ampicillin, amoxicillin and doxycycline. In more severe cases cefotaxime or ceftriaxone should be preferred. Glucose and salt solution infusions may be administered; dialysis is used in serious cases. Elevations of serum potassium are common and if the potassium level gets too high special measures must be taken. Serum phosphorus levels may likewise increase to unacceptable levels due to kidney failure. Treatment for hyperphosphatemia consists of treating the underlying disease, dialysis where appropriate, or oral administration of calcium carbonate, but not without first checking the serum calcium levels (these two levels are related). Administration of corticosteroids in gradually reduced doses (e.g., prednisolone) for 7每10 days is recommended by some specialists in cases of severe hemorrhagic effects.[citation needed] Organ-specific care and treatment are essential in cases of kidney, liver, or heart involvement."
Listeriosis,"Bacteremia should be treated for 2 weeks, meningitis for 3 weeks, and brain abscess for at least 6 weeks. Ampicillin generally is considered antibiotic of choice; gentamicin is added frequently for its synergistic effects. Overall mortality rate is 20每30%; of all pregnancy-related cases, 22% resulted in fetal loss or neonatal death, but mothers usually survive."
Lyme disease (Lyme borreliosis),"Antibiotics are the primary treatment. The specific approach to their use is dependent on the individual affected and the stage of the disease. For most people with early localized infection, oral administration of doxycycline is widely recommended as the first choice, as it is effective against not only Borrelia bacteria but also a variety of other illnesses carried by ticks. Doxycycline is contraindicated in children younger than eight years of age and women who are pregnant or breastfeeding; alternatives to doxycycline are amoxicillin, cefuroxime axetil, and azithromycin. Individuals with early disseminated or late infection may have symptomatic cardiac disease, refractory Lyme arthritis, or neurologic symptoms like meningitis or encephalitis. Intravenous administration of ceftriaxone is recommended as the first choice in these cases; cefotaxime and doxycycline are available as alternatives. These treatment regimens last from one to four weeks. If joint swelling persists or returns, a second round of antibiotics may be considered. Outside of that, a prolonged antibiotic regimen lasting more than 28 days is not recommended as no clinical evidence shows it to be effective. IgM and IgG antibody levels may be elevated for years even after successful treatment with antibiotics.[141] As antibody levels are not indicative of treatment success, testing for them is not recommended."
Lymphatic filariasis (Elephantiasis),"Antibiotics: The antibiotic doxycycline might be effective in treating lymphatic filariasis. Drawbacks are that it requires a long duration of treatment and should not be used in young children and pregnant women. The parasites responsible for elephantiasis have a population of endosymbiotic bacteria, Wolbachia, that live inside the worm. When the symbiotic bacteria of the adult worms are killed by the antibiotic, reproductive abnormalities that occur in the absence of the bacteria either kill their larvae or prevent their normal development. This permanently sterilizes the adult worms, which additionally die within 1 or 2 years instead of after their normal 10 to 14 years lifespan."
Lymphatic filariasis (Elephantiasis),"Antibiotics: The antibiotic doxycycline might be effective in treating lymphatic filariasis. Drawbacks are that it requires a long duration of treatment and should not be used in young children and pregnant women. The parasites responsible for elephantiasis have a population of endosymbiotic bacteria, Wolbachia, that live inside the worm. When the symbiotic bacteria of the adult worms are killed by the antibiotic, reproductive abnormalities that occur in the absence of the bacteria either kill their larvae or prevent their normal development. This permanently sterilizes the adult worms, which additionally die within 1 or 2 years instead of after their normal 10 to 14 years lifespan."
Lymphocytic choriomeningitis,"Treatment is symptomatic and supportive. Children with hydrocephalus often need a ventriculoperitoneal shunt. Nucleoside analog ribavirin is used in some cases due to the inhibitory effect the agent has in vitro on arenaviruses. However, there is not sufficient evidence for efficacy in humans to support routine use. The only survivor of a transplant-associated LCMV infection was treated with ribavirin and simultaneous tapering of the immunosuppressive medications. Early and intravenous ribavirin treatment is required for maximal efficacy, and it can produce considerable side effects. Ribavirin has not been evaluated yet in controlled clinical trials. Use of ribavirin during pregnancy is generally not recommended, as some studies indicate the possibility of teratogenic effects. If aseptic meningitis, encephalitis, or meningoencephalitis develops in consequence to LCMV, hospitalization and supportive treatment may be required. In some circumstances, anti-inflammatory drugs may also be considered. In general, mortality is less than one percent."
Malaria,"Malaria is treated with antimalarial medications; the ones used depends on the type and severity of the disease. While medications against fever are commonly used, their effects on outcomes are not clear. Simple or uncomplicated malaria may be treated with oral medications. The most effective treatment for P. falciparum infection is the use of artemisinins in combination with other antimalarials (known as artemisinin-combination therapy, or ACT), which decreases resistance to any single drug component. These additional antimalarials include: amodiaquine, lumefantrine, mefloquine or sulfadoxine/pyrimethamine. Another recommended combination is dihydroartemisinin and piperaquine. ACT is about 90% effective when used to treat uncomplicated malaria. To treat malaria during pregnancy, the WHO recommends the use of quinine plus clindamycin early in the pregnancy (1st trimester), and ACT in later stages (2nd and 3rd trimesters). In the 2000s (decade), malaria with partial resistance to artemisins emerged in Southeast Asia. Infection with P. vivax, P. ovale or P. malariae usually do not require hospitalization. Treatment of P. vivax requires both treatment of blood stages (with chloroquine or ACT) and clearance of liver forms with primaquine. Treatment with tafenoquine prevents relapses after confirmed P. vivax malaria."
Measles,"There is no specific treatment for measles. Most people with uncomplicated measles will recover with rest and supportive treatment. Patients who become sicker may be developing medical complications. Some people will develop pneumonia as a consequence of infection with the measles virus. Other complications include ear infections, bronchitis (either viral bronchitis or secondary bacterial bronchitis), and brain inflammation. Brain inflammation from measles has a mortality rate of 15%. While there is no specific treatment for brain inflammation from measles, antibiotics are required for bacterial pneumonia, sinusitis, and bronchitis that can follow measles. All other treatment addresses symptoms, with ibuprofen or paracetamol to reduce fever and pain and, if required, a fast-acting medication to dilate the airways for cough. As for aspirin, some research has suggested a correlation between children who take aspirin and the development of Reye syndrome. Some research has shown aspirin may not be the only medication associated with Reye, and even antiemetics have been implicated. The link between aspirin use in children and Reye syndrome development is weak at best, if not actually nonexistent.[41] Nevertheless, most health authorities still caution against the use of aspirin for any fevers in children under 16."
Middle East respiratory syndrome (MERS),"Neither the combination of antivirals and interferons (ribavirin + interferon alfa-2a or interferon alfa-2b) nor corticosteroids improved outcomes. When rhesus macaques were given interferon-汐2b and ribavirin and exposed to MERS, they developed less pneumonia than control animals. Five critically ill people with MERS in Saudi Arabia with ARDS and on ventilators were given interferon-汐2b and ribavirin but all ended up dying of the disease. The treatment was started late in their disease (a mean of 19 days after hospital admission) and they had already failed trials of steroids so it remains to be seen whether it may have benefit earlier in the course of disease. Another proposed therapy is inhibition of viral protease or kinase enzymes. Researchers are investigating a number of ways to combat the outbreak of Middle East respiratory syndrome coronavirus, including using interferon, chloroquine, chlorpromazine, loperamide, and lopinavir, as well as other agents such as mycophenolic acid and camostat."
Melioidosis (Whitmore's disease),"The treatment of melioidosis is divided into two stages, an intravenous high-intensity phase and an eradication phase to prevent recurrence. Intravenous ceftazidime is the current drug of choice for treatment of acute melioidosis. Meropenem, imipenem and the cefoperazone-sulbactam combination (Sulperazone) are also active. Intravenous amoxicillin-clavulanate (co-amoxiclav) may be used if none of the above four drugs is available, but it produces inferior outcomes. Intravenous antibiotics are given for a minimum of 10 to 14 days, and are not usually stopped until the patient's temperature has returned to normal for more than 48 hours. Even with appropriate antibiotic therapy, fevers often persist for weeks or months, and patients may continue to develop new lesions even while on appropriate treatment. The median fever clearance time in melioidosis is 10 days: and failure of the fever to clear is not a reason to alter treatment. It is not uncommon for patients to require parenteral treatment continuously for a month or more. Intravenous meropenem is routinely used in Australia; outcomes appear to be good and meropenem is currently being tested with ceftazidime in a Thai clinical trial. Theoretical reasons are given for believing mortality might be lower in patients treated with imipenem: first, less endotoxin is released by dying bacteria during imimipenem treatment,[31] and the minimum inhibitory concentration (MIC) for imipenem is lower than for ceftazidime. However, no clinically relevant difference was found in mortality between imipenem and ceftazidime treatments. The MIC of meropenem is higher for B. pseudomallei than for many other organisms, and patients being haemofiltered will need more frequent or higher doses. Moxifloxacin, cefepime, tigecycline, and ertapenem do not appear to be effective in vitro. Piperacillin-sulbactam, doripenem and biapenem appear to be effective in vitro, but no clinical experience exists on which to recommend their use. Adjunctive treatment with granulocyte colony-stimulating factor or co-trimoxazole were not associated with decreased fatality rates in trials in Thailand."
Meningitis,"Meningitis is potentially life-threatening and has a high mortality rate if untreated; delay in treatment has been associated with a poorer outcome. Thus, treatment with wide-spectrum antibiotics should not be delayed while confirmatory tests are being conducted. If meningococcal disease is suspected in primary care, guidelines recommend that benzylpenicillin be administered before transfer to hospital. Intravenous fluids should be administered if hypotension (low blood pressure) or shock are present. In children routine intravenous fluids for two days may improve outcomes in those who arrive at hospital after being sick for some time. Given that meningitis can cause a number of early severe complications, regular medical review is recommended to identify these complications early and to admit the person to an intensive care unit if deemed necessary. Mechanical ventilation may be needed if the level of consciousness is very low, or if there is evidence of respiratory failure. If there are signs of raised intracranial pressure, measures to monitor the pressure may be taken; this would allow the optimization of the cerebral perfusion pressure and various treatments to decrease the intracranial pressure with medication (e.g. mannitol). Seizures are treated with anticonvulsants. Hydrocephalus (obstructed flow of CSF) may require insertion of a temporary or long-term drainage device, such as a cerebral shunt."
Meningococcal disease,"When meningococcal disease is suspected, treatment must be started immediately and should not be delayed while waiting for investigations. Treatment in primary care usually involves prompt intramuscular administration of benzylpenicillin, and then an urgent transfer to hospital (hopefully, an academic level I medical center, or at least a hospital with round the clock neurological care, ideally with neurological intensive and critical care units) for further care. Once in the hospital, the antibiotics of choice are usually IV broad spectrum 3rd generation cephalosporins, e.g., cefotaxime or ceftriaxone. Benzylpenicillin and chloramphenicol are also effective. Supportive measures include IV fluids, oxygen, inotropic support, e.g., dopamine or dobutamine and management of raised intracranial pressure. Steroid therapy may help in some adult patients, but is unlikely to affect long term outcomes. Complications following meningococcal disease can be divided into early and late groups. Early complications include: raised intracranial pressure, disseminated intravascular coagulation, seizures, circulatory collapse and organ failure. Later complications are: deafness, blindness, lasting neurological deficits, reduced IQ, and gangrene leading to amputations."
Metagonimiasis,"Praziquantel is recommended in both adult and pediatric cases with dosages of 75 mg/kg/d in 3 doses for 1 day. Praziquantel is a Praziniozoquinoline derivative that alters the calcium flux through the parasite tectum and causes muscular paralysis and detachment of the fluke. Prizaquantel should be taken with liquids during a meal and as provided commercially as Biltricide. Praziquantel is not approved by the U.S. Food and Drug Administration (FDA) for treatment of metagonimiasis, but is approved for use on other parasitic infections. Praziquantel has some side effects but they are generally relatively mild and transient and a review of evidence shows it overall a well-tolerated drug. Possible side effects include abdominal pain, allergy, diarrhea, headache, hepatic dysfunction/hepatitis, nausea or vomiting, exacerbation of porphyries, pruritis, rash, somnolence, vertigo, or dizziness. In fact, in 2002, the World Health Organization recommended the use of Praziquantel in pregnant and lactating women, though controlled trials are still needed to verify this. Another possible drug option is Tetrachloroethylene, a chlorinated hydrocarbon, but its use has been superseded by new antihelminthic drugs (like Praziquantel). A 1978 study also looked at the efficacy of several drugs on metagonimiasis infection, including bithionol, niclosamide, nicoflan, and Praziquantel. All drugs showed lower prevalence of eggs in feces, however only Praziquantel showed complete radical cure. Therefore, the authors concluded Praziquantel was the most highly effective, was very well tolerated, and was the most promising drug against metagonimiasis."
Microsporidiosis,Fumagillin has been used in the treatment. Another agent used is albendazole.
Molluscum contagiosum (MC),"Because mulluscum contagiosum is usually self-limiting (resolving without treatment) and treatment options can cause discomfort to children, initial recommendations are often to simply wait for the lesions to resolve spontaneously. Current treatment options are invasive, requiring tissue destruction and attendant discomfort. Bumps located in the genital area may be treated in an effort to prevent them from spreading. When treatment has resulted in elimination of all bumps, the infection has been effectively cured and will not reappear unless the person is reinfected."
Monkeypox,"Currently, there is no proven, safe treatment for monkeypox. Smallpox vaccine has been reported to reduce the risk of monkeypox among previously vaccinated persons in Africa. The United States Centers for Disease Control and Prevention (CDC) recommends that persons investigating monkeypox outbreaks and involved in caring for infected individuals or animals should receive a smallpox vaccination to protect against monkeypox. Persons who have had close or intimate contact with individuals or animals confirmed to have monkeypox should also be vaccinated. The people who have been infected can be vaccinated up to 14 days after exposure. CDC does not recommend preexposure vaccination for unexposed veterinarians, veterinary staff, or animal control officers, unless such persons are involved in field investigations."
Mumps,"There is no available cure for mumps and treatment is supportive.[8] Symptoms may be relieved by the application of intermittent ice or heat to the affected neck/testicular area and by acetaminophen for pain relief. Warm saltwater gargles, soft foods, and extra fluids may also help relieve symptoms. Acetylsalicylic acid (aspirin) is not used to treat children due to the risk of Reye's syndrome. There is no effective post-exposure recommendation to prevent secondary transmission, nor is the post-exposure use of vaccine or immunoglobulin effective. Mumps is considered most contagious in the five days after the onset of symptoms, and isolation is recommended during this period. In someone who has been admitted to the hospital, standard and droplet precautions are needed. People who work in healthcare cannot work for five days."
Murine typhus (Endemic typhus),"Endemic typhus is highly treatable with antibiotics. Most people recover fully, but death may occur in the elderly, severely disabled or patients with a depressed immune system. The most effective antibiotics include tetracycline and chloramphenicol."
Mycoplasma pneumonia,"While antibiotics with activity specifically against M. pneumoniae are often used (e.g., erythromycin, doxycycline), it is unclear if these result in greater benefit than using antibiotics without specific activity against this organism in those with an infection acquired in the community."
Myiasis,"This applies once an infestation is established. In many circles the first response to cutaneous myiasis once the breathing hole has formed, is to cover the air hole thickly with petroleum jelly. Lack of oxygen then forces the larva to the surface, where it can more easily be dealt with. In a clinical or veterinary setting there may not be time for such tentative approaches, and the treatment of choice might be more direct, with or without an incision. First the larva must be eliminated through pressure around the lesion and the use of forceps. Secondly the wound must be cleaned and disinfected. Further control is necessary to avoid further reinfestation. Livestock may be treated prophylactically with slow release boluses containing ivermectin which can provide long-term protection against the development of the larvae. Sheep also may be dipped, a process which involves drenching the animals in persistent insecticide to poison the larvae before they develop into a problem."
Neonatal conjunctivitis (Ophthalmia neonatorum),"Prophylaxis needs antenatal, natal, and post-natal care. Antenatal measures include thorough care of mother and treatment of genital infections when suspected. Natal measures are of utmost importance as mostly infection occurs during childbirth. Deliveries should be conducted under hygienic conditions taking all aseptic measures. The newborn baby's closed lids should be thoroughly cleansed and dried. Postnatal measures include: Use of 1% tetracycline ointment or 0.5% erythromycin ointment or 1% silver nitrate solution (Crede's method) into the eyes of babies immediately after birth. Single injection of ceftriaxone IM or IV should be given to infants born to mothers with untreated gonococcal infection. Curative treatment as a rule, conjunctival cytology samples and culture sensitivity swabs should be taken before starting treatment. Chemical ophthalmia neonatorum is a self-limiting condition and does not require any treatment. Gonococcal ophthalmia neonatorum needs prompt treatment to prevent complications. Topical therapy should include. Saline lavage hourly till the discharge is eliminated. Bacitracin eye ointment four times per day (Because of resistant strains topical penicillin therapy is not reliable. However in cases with proved penicillin susceptibility, penicillin drops 5000 to 10000 units per ml should be instilled every minute for half an hour, every five minutes for next half an hour and then half-hourly till infection is controlled). If the cornea is involved then atropine sulphate ointment should be applied. The advice of both the pediatrician and ophthalmologist should be sought for proper management. Systemic therapy: Newborns with gonococcal ophthalmia neonatorum should be treated for seven days with one of the following regimens ceftriaxone, cefotaxime, ciprofloxacin, crystalline benzyl penicillin. Other bacterial ophthalmia neonatorum should be treated by broad spectrum antibiotics drops and ointment for two weeks. Neonatal inclusion conjunctivitis caused by Chlamydia trachomatis responds well to topical tetracycline 1% or erythromycin 0.5% eye ointment QID for three weeks. However systemic erythromycin should also be given since the presence of chlamydia agents in conjunctiva implies colonization of upper respiratory tract as well. Both parents should also be treated with systemic erythromycin. Herpes simplex conjunctivitis should be treated with intravenous acyclovir for a minimum of 14 days to prevent systemic infection."
Neonatal conjunctivitis (Ophthalmia neonatorum),"Prophylaxis needs antenatal, natal, and post-natal care. Antenatal measures include thorough care of mother and treatment of genital infections when suspected. Natal measures are of utmost importance as mostly infection occurs during childbirth. Deliveries should be conducted under hygienic conditions taking all aseptic measures. The newborn baby's closed lids should be thoroughly cleansed and dried. Postnatal measures include: Use of 1% tetracycline ointment or 0.5% erythromycin ointment or 1% silver nitrate solution (Crede's method) into the eyes of babies immediately after birth. Single injection of ceftriaxone IM or IV should be given to infants born to mothers with untreated gonococcal infection. Curative treatment as a rule, conjunctival cytology samples and culture sensitivity swabs should be taken before starting treatment. Chemical ophthalmia neonatorum is a self-limiting condition and does not require any treatment. Gonococcal ophthalmia neonatorum needs prompt treatment to prevent complications. Topical therapy should include. Saline lavage hourly till the discharge is eliminated. Bacitracin eye ointment four times per day (Because of resistant strains topical penicillin therapy is not reliable. However in cases with proved penicillin susceptibility, penicillin drops 5000 to 10000 units per ml should be instilled every minute for half an hour, every five minutes for next half an hour and then half-hourly till infection is controlled). If the cornea is involved then atropine sulphate ointment should be applied. The advice of both the pediatrician and ophthalmologist should be sought for proper management. Systemic therapy: Newborns with gonococcal ophthalmia neonatorum should be treated for seven days with one of the following regimens ceftriaxone, cefotaxime, ciprofloxacin, crystalline benzyl penicillin. Other bacterial ophthalmia neonatorum should be treated by broad spectrum antibiotics drops and ointment for two weeks. Neonatal inclusion conjunctivitis caused by Chlamydia trachomatis responds well to topical tetracycline 1% or erythromycin 0.5% eye ointment QID for three weeks. However systemic erythromycin should also be given since the presence of chlamydia agents in conjunctiva implies colonization of upper respiratory tract as well. Both parents should also be treated with systemic erythromycin. Herpes simplex conjunctivitis should be treated with intravenous acyclovir for a minimum of 14 days to prevent systemic infection."
Nocardiosis,"Nocardiosis requires at least 6 months of treatment, preferably with trimethoprim/sulfamethoxazole or high doses of sulfonamides. In patients who do not respond to sulfonamide treatment, other drugs, such as ampicillin, erythromycin, or minocycline, may be added. Treatment also includes surgical drainage of abscesses and excision of necrotic tissue. The acute phase requires complete bed rest; as the patient improves, activity can increase. A new combination drug therapy (sulfonamide, ceftriaxone, and amikacin) has also shown promise."
Onchocerciasis (River blindness),"For the treatment of individuals, doxycycline is used to kill the Wolbachia bacteria that live in adult worms. This adjunct therapy has been shown to significantly lower microfilarial loads in the host, and may have activity against the adult worms, due to the symbiotic relationship between Wolbachia and the worm. In four separate trials over 10 years with various dosing regimens of doxycycline for individualized treatment, doxycycline was found to be effective in sterilizing the female worms and reducing their numbers over a period of four to six weeks. Research on other antibiotics, such as rifampicin, has shown it to be effective in animal models at reducing Wolbachia both as an alternative and as an adjunct to doxycycline. However, doxycycline treatment requires daily dosing for at least four to six weeks, making it more difficult to administer in the affected areas."
Opisthorchiasis,"There was unsuccessful use of chloroquine for opisthorchiasis treatment in 1951-1968. Thus, currently, the control of opisthorchiasis relies predominantly on antihelminthic treatment with praziquantel. The single dose of praziquantel of 40 mg/kg is effective against opisthorchiasis (and also against schistosomiasis). Despite the efficacy of this compound, the lack of an acquired immunity to infection predisposes humans to reinfections in endemic regions. In addition, under experimental conditions, the short-term treatment of Opisthorchis viverrini-infected hamsters with praziquantel (400 mg per kg of live weight) has been shown to induce a dispersion of parasite antigens, resulting in adverse immunopathological changes as a result of oxidative and nitrative stresses following re-infection with Opisthorchis viverrini, a process which has been proposed to initiate and/or promote the development of cholangiocarcinoma in humans. Albendazole can be used as an alternative. A randomised-controlled trial published in 2011 showed that the broad-spectrum anti-helminthic, tribendimidine, appears to be at least as efficacious as praziquantel. Artemisinin was also found to have anthelmintic activity against Opisthorchis viverrini."
Paracoccidioidomycosis (South American blastomycosis),"Sulfonamides are the traditional remedies to paracoccidiodomycosis. They were introduced by Oliveira Ribeiro and used for more than 50 years with good results. The most-used sulfa drugs in this infection are sulfadimethoxime, sulfadiazine, and co-trimoxazole. This treatment is generally safe, but several adverse effects can appear, the most severe of which are the Stevens-Johnson syndrome and agranulocytosis. Similarly to tuberculosis treatment, it must be continued for up to three years to eradicate the fungus, and relapse and treatment failures are not unusual. Antifungal drugs such as amphotericin B or itraconazole and ketoconazole are more effective in clearing the infection, but are limited by their cost when compared with sulfonamides. During therapy, fibrosis can appear and surgery may be needed to correct this. Another possible complication is Addisonian crisis. The death rate is around 10%."
Paragonimiasis,"The drug of choice to treat paragonimiasis is praziquantel, although bithionol may also be used."
Paragonimiasis,"The drug of choice to treat paragonimiasis is praziquantel, although bithionol may also be used."
Pasteurellosis,"As the infection is usually transmitted into humans through animal bites, antibiotics usually treat the infection, but medical attention should be sought if the wound is severely swelling. Pasteurellosis is usually treated with high-dose penicillin if severe. Either tetracycline or chloramphenicol provides an alternative in beta-lactam-intolerant patients. However, it is most important to treat the wound."
Pediculosis capitis (Head lice),"There are a number of treatments effective for head lice. These methods include combs, shaving, medical creams, and hot air. Medical creams usually require two treatments a week apart. Head lice are not justification to keep children home from school as the risk of spread is low. Medications: There are many medications which can kill lice. Dimethicone is between 70 and 97% effective with a low rate of side effects, and thus is seen as the preferred treatment. It works by physical means and there is no evidence of pesticide resistance. Ivermectin is around 80% effective, but can cause local skin irritation. Malathion has an effectiveness around 90%, but there's the possibility of toxicity. Pyrethroids such as permethrin, while commonly used, have lower rates of effectiveness due to the resistance among lice. Effectiveness varies from 10 to 80%, depending on the population studied. Medications within a lotions appear to work better than those within a shampoo. Benzyl alcohol appears effective but it is unclear if it is better than standard treatments."
Pediculosis corporis (Body lice),"A body lice infestation is treated by improving the personal hygiene of the infested person, including assuring a regular (at least weekly) change of clean clothes. Clothing, bedding, and towels used by the infested person should be laundered using hot water (at least 130 ～F or 54 ～C) and machine dried using the hot cycle. Sometimes the infested person also is treated with a pediculicide (a medicine that can kill lice); however, a pediculicide generally is not necessary if hygiene is maintained and items are laundered appropriately at least once a week. A pediculicide should be applied exactly as directed on the bottle or by a physician. Delousing can also be practically achieved by boiling all clothes and bedding, or washing them at a high temperature. A temperature of 130 ～F or 54 ～C for 5 minutes will kill most of the adults and prevent eggs from hatching. Leaving the clothes unwashed, but unworn for a full week, also results in the death of lice and eggs. Where this is not practical or possible, powder dusting with 10% DDT, 1% malathion or 1% permethrin is also effective. Oral ivermectin at a dose of 12 mg on days 0, 7 and 14 has been used in a small trial of 33 people in Marseilles, but did not result in complete eradication, although there was a significant fall in the number of parasites and proportion of people infected. At the moment, ivermectin cannot be routinely recommended for the treatment of body lice. Medication, insecticide or burning of clothing and bedding is usually not necessary, as the problem normally goes away with daily bathing, weekly (or more frequent) laundering and drying of clothing, bedding, towels, etc. in a hot clothes drier."
"Pediculosis pubis (Pubic lice, Crab lice)","1) Pediculosis pubis: Recommended treatments include the topical agents permethrin or pyrethrins with piperonyl butoxide. Lindane is a second line treatment due to concerns of toxicity. The Centers for Disease Control and Prevention (CDC) states that lindane should not be used by persons who have extensive dermatitis, women who are pregnant or lactating or children aged under two years. The FDA similarly warns against use in patients with a history of uncontrolled seizure disorders and cautious use in infants, children, the elderly, and individuals with other skin conditions (e.g., atopic dermatitis, psoriasis) and in those who weigh less than 110 lbs (50 kg). Bedding and clothing should be laundered and sexual contact should be avoided until cured. A second treatment is occasionally required if not improved after 3 to 7 days. Pubic lice are primarily spread through sexual intercourse. Therefore, all partners with whom the patient has had sexual contact within the previous 30 days should be evaluated and treated, and sexual contact should be avoided until all partners have successfully completed treatment and are thought to be cured. Because of the strong association between the presence of pubic lice and classic sexually transmitted infections (STIs), patients diagnosed with pubic lice should undergo evaluation for other STIs. 2) Pediculosis ciliaris: Infections of the eyelashes may be treated with either petroleum jelly applied twice daily for 10 days or malathion, phenothrin and carbaryl."
